Date,Close,High,Low,Open,Volume,SMA_20,SMA_100,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,ADX_14,DMP_14,DMN_14,OBV,target
2025-07-08 03:00:00+00:00,107906.484375,107965.6015625,107738.109375,107768.359375,2998263808.0,108244.2578125,108409.66890625,42.04633218470649,-204.9710555178317,-34.497740222702305,-170.4733152951294,107533.19354347941,108244.2578125,108955.32208152059,1.3138142999738367,0.26248740640192314,349.8319245561472,30.281145231831736,14.958495471390837,33.13924839105968,-1057236992.0,0
2025-07-08 04:00:00+00:00,108007.2890625,108008.8515625,107802.984375,107912.921875,42151936.0,108192.939453125,108394.530234375,44.38516673078994,-195.12218491318345,-19.71909569444321,-175.40308921874023,107575.1377392136,108192.939453125,108810.7411670364,1.1420370257692452,0.34974921043062523,339.54295183094746,30.627762174984035,15.22065399449056,31.703154459035417,-1015085056.0,0
2025-07-08 05:00:00+00:00,108212.984375,108223.9453125,108003.578125,108010.2109375,0.0,108161.7625,108381.155859375,48.915556713567725,-168.7734757794824,5.303690751406293,-174.0771665308887,107618.59471848399,108161.7625,108704.930281516,1.004361927841195,0.5471510615532462,331.0259565638202,30.039681957528032,19.140365884041167,30.194767848898614,-1015085056.0,0
2025-07-08 06:00:00+00:00,108296.8828125,108375.25,108141.359375,108212.9921875,3068370944.0,108141.557421875,108371.565234375,50.68029214537354,-139.51380294504634,27.650690868673877,-167.1644938137202,107652.78578621762,108141.557421875,108630.32905753238,0.9039478389433863,0.658893621574517,324.0843578379326,28.91096427881541,21.48966711562862,28.637398512073037,2053285888.0,0
2025-07-08 07:00:00+00:00,108475.890625,108508.78125,108230.703125,108300.625,0.0,108130.837890625,108363.325234375,54.307238581847955,-100.71983145999548,53.15572988297981,-153.8755613429753,107682.9827258069,108130.837890625,108578.6930554431,0.8283578922621688,0.8852280396444066,320.7967203412717,27.37688705775289,23.133088325496416,26.86339190252759,2053285888.0,0
2025-07-08 08:00:00+00:00,108294.8671875,108523.78125,108287.28125,108469.078125,119185408.0,108127.883984375,108355.981875,50.280377208113165,-83.61850600635807,56.20564426929377,-139.82415027565185,107685.20454718231,108127.883984375,108570.5634215677,0.8188071769843653,0.6886051046146858,314.7730114119982,25.897737877318193,22.23157155559011,25.42105495426727,1934100480.0,0
2025-07-08 09:00:00+00:00,108453.8984375,108503.8203125,108233.140625,108289.5234375,1184092160.0,108123.320703125,108349.89140625,53.53967155105813,-56.58086063948576,66.59463170893287,-123.17549234841863,107696.33786742848,108123.320703125,108550.30353882154,0.7898071071437028,0.8871089265634393,311.6222669349617,24.7048060900059,20.851655212289412,25.08467087295062,3118192640.0,0
2025-07-08 10:00:00+00:00,108840.90625,108887.2421875,108427.5703125,108463.3828125,0.0,108152.4640625,108347.7290625,60.35124247653315,-3.880306028513587,95.43614905592403,-99.31645508443762,107624.94818923832,108152.4640625,108679.97993576169,0.9755041234323403,1.1525322008258156,322.2010467424771,23.614047262857454,27.22932919291018,22.52746399972442,3118192640.0,0
2025-07-08 11:00:00+00:00,108778.9453125,108997.453125,108773.4453125,108837.765625,0.0,108176.115625,108347.974921875,58.863278603715884,32.5107694476319,105.46177962565562,-72.95101017802372,107584.65828779928,108176.115625,108767.57296220073,1.0935081811424192,1.009613838212819,315.18489924226867,22.926630243503535,28.34504948122529,21.383418547086528,3118192640.0,0
2025-07-08 12:00:00+00:00,108896.2109375,108910.3515625,108705.890625,108775.4609375,0.0,108223.5046875,108348.941640625,60.831528430533375,70.0063255107525,114.36586855102098,-44.35954304026848,107564.58271689962,108223.5046875,108882.42665810038,1.2177058440364579,1.010459720585022,307.273589456691,22.026776934584582,26.997374717566856,21.937632713971446,3118192640.0,0
2025-07-08 13:00:00+00:00,109106.5390625,109196.1875,108690.0859375,108950.859375,0.0,108282.4234375,108349.625,64.14519790627476,115.36370475667354,127.77859823755361,-12.414893480880075,107534.89603902897,108282.4234375,109029.95083597102,1.3806994242283295,1.0512277052892214,321.47968164074734,22.00922580489564,30.31349884360644,19.470020562407733,3118192640.0,0
2025-07-08 14:00:00+00:00,108387.328125,109094.171875,108313.6328125,109094.171875,1213800448.0,108301.35390625,108344.00953125,48.90824145050433,92.21247462448082,83.70189448428872,8.510580140192102,107563.39597494465,108301.35390625,109039.31183755536,1.3627861604466378,0.5582514362288353,355.1620216376291,20.658806151532847,25.47820117940965,23.937599762107983,1904392192.0,0
2025-07-08 15:00:00+00:00,108281.640625,108544.0859375,108263.71875,108398.5234375,846757888.0,108308.36484375,108337.6109375,47.13633057817281,64.59228036561399,44.865360180337504,19.72692018527648,107573.96211556502,108308.36484375,109042.76757193496,1.3561329805771682,0.48180547421437186,349.8182055800732,19.24714433726417,24.01923926193479,23.58631405532484,1057634304.0,0
2025-07-08 16:00:00+00:00,108476.78125,108537.96875,108126.171875,108291.953125,0.0,108337.590234375,108334.588203125,50.68867638076952,57.78320617003192,30.445028787804347,27.33817738222757,107625.5668647834,108337.590234375,109049.61360396662,1.3144530315862402,0.5977432915613633,354.2462751471183,18.237427558875513,22.024364025541132,24.40151522291567,1057634304.0,0
2025-07-08 17:00:00+00:00,109035.0,109083.7890625,108460.3046875,108460.3046875,268922880.0,108378.86484375,108344.109296875,59.14601576355989,96.32023400918115,55.18564530156286,41.13458870761829,107608.04841929635,108378.86484375,109149.68126820364,1.4224478648395755,0.9256105185583416,373.4816894210178,18.096287050764445,29.838805318924745,21.4911858025613,1326557184.0,0
2025-07-08 18:00:00+00:00,109185.125,109185.125,108968.734375,108999.578125,1208188928.0,108436.70078125,108357.378984375,61.07932254144282,137.39117907962645,77.00527229760652,60.38590678201993,107608.31390287368,108436.70078125,109265.08765962631,1.5278717858586035,0.9517359209123142,362.2586661949465,18.19912439521628,30.563913124214373,20.57401569901568,2534746112.0,0
2025-07-08 19:00:00+00:00,108777.4140625,109161.8515625,108769.078125,109159.84375,0.0,108460.72109375,108368.33609375,53.653441827993376,135.4796090740856,60.07496183365254,75.40464724043306,107622.13227822952,108460.72109375,109299.3099092705,1.5463456393501918,0.6888249419075735,366.10139104039155,17.64047273689912,28.08245230101575,22.79981508818767,2534746112.0,1
2025-07-08 20:00:00+00:00,108693.171875,108949.984375,108693.171875,108777.640625,0.0,108480.085546875,108378.74515625,52.240187130141,125.71783859595598,40.25055308441833,85.46728551153765,107638.81093783857,108480.085546875,109321.36015591142,1.5510212861565322,0.6266449301073462,358.2937022672738,16.881977116396342,26.644426562353807,23.145827161148244,2534746112.0,1
2025-07-08 21:00:00+00:00,108897.65625,108982.59375,108650.1796875,108675.84375,1024057344.0,108537.66015625,108388.5328125,55.316862583231334,132.94918977581256,37.98552341141992,94.96366636439264,107749.22592652198,108537.66015625,109326.09438597802,1.452830710728423,0.7282981130044185,356.44486205507127,16.038483349364917,24.869255149875137,22.465423488544136,3558803456.0,1
2025-07-08 22:00:00+00:00,108931.640625,108976.0703125,108858.3046875,108912.1953125,0.0,108596.8328125,108402.149609375,55.82617923691179,139.81069209876296,35.87762058749625,103.9330715112667,107879.88537469575,108596.8328125,109313.78025030425,1.320383696718136,0.7334953685903374,339.39382295736687,15.25529139645122,24.252761576404342,21.908519426781076,3558803456.0,1
2025-07-08 23:00:00+00:00,108965.1796875,109002.140625,108860.7734375,108945.125,0.0,108649.767578125,108416.881328125,56.35491161934703,146.26870953585603,33.868510419671466,112.40019911618457,107990.50665712355,108649.767578125,109309.02849912645,1.2135523815592242,0.7392164462712836,325.24712019046495,14.613824337078823,24.072308515795754,21.228234536976395,3558803456.0,1
2025-07-09 00:00:00+00:00,108967.046875,108985.9140625,108821.1015625,108957.828125,0.0,108697.75546875,108429.11546875,56.38620961118256,149.8104793565435,29.928224192287146,119.88225516425636,108095.26803053218,108697.75546875,109300.2429069678,1.1085554354266705,0.7234830049291853,313.7860426935285,13.864092088102051,23.169054223548624,21.33489047656186,3558803456.0,1
2025-07-09 01:00:00+00:00,108798.3203125,109154.9921875,108771.40625,108965.625,0.0,108727.022265625,108437.744375,52.70798916368019,137.418459508277,14.028963475216514,123.3894960330605,108166.14171995994,108727.022265625,109287.90281129006,1.031722443928985,0.5635590300163308,318.772340001991,13.751705991660698,24.96646929840116,19.50089144006177,3558803456.0,1
2025-07-09 02:00:00+00:00,108637.7265625,108856.2578125,108637.7265625,108796.6875,0.0,108744.064453125,108441.2859375,49.404583141372804,113.33269228233257,-8.045443000582338,121.37813528291491,108216.7922306642,108744.064453125,109271.3366755858,0.9697489699552024,0.39916224855472493,311.61147464671745,13.104615866381911,23.71568527517051,21.588536148266556,3558803456.0,1
